"year","period","periodName","value","state","quarter","annual"
1996,"M12","December","5.2","ID",4,"1"
1997,"M12","December","5.2","ID",4,"1"
1998,"M12","December","5.2","ID",4,"1"
1999,"M12","December","4.7","ID",4,"1"
2000,"M12","December","5.0","ID",4,"1"
2001,"M12","December","5.6","ID",4,"1"
2002,"M12","December","5.7","ID",4,"1"
2003,"M12","December","5.5","ID",4,"1"
2004,"M12","December","4.7","ID",4,"1"
2005,"M12","December","3.6","ID",4,"1"
2006,"M12","December","3.4","ID",4,"1"
2007,"M12","December","3.7","ID",4,"1"
2008,"M12","December","7.0","ID",4,"1"
2009,"M12","December","9.6","ID",4,"1"
2010,"M12","December","9.0","ID",4,"1"
2011,"M12","December","7.9","ID",4,"1"
2012,"M12","December","6.8","ID",4,"1"
2013,"M12","December","5.3","ID",4,"1"
2014,"M12","December","4.5","ID",4,"1"
2015,"M12","December","4.0","ID",4,"1"
2016,"M12","December","3.6","ID",4,"1"
2017,"M12","December","3.1","ID",4,"1"
2018,"M12","December","3.0","ID",4,"1"
2019,"M12","December","2.9","ID",4,"1"
1976,"M12","December","6.4","IL",4,"1"
1977,"M12","December","5.7","IL",4,"1"
1978,"M12","December","5.5","IL",4,"1"
1979,"M12","December","6.0","IL",4,"1"
1980,"M12","December","8.5","IL",4,"1"
1981,"M12","December","8.9","IL",4,"1"
1982,"M12","December","13.0","IL",4,"1"
1983,"M12","December","9.8","IL",4,"1"
1984,"M12","December","8.6","IL",4,"1"
1985,"M12","December","8.4","IL",4,"1"
1986,"M12","December","7.3","IL",4,"1"
1987,"M12","December","6.7","IL",4,"1"
1988,"M12","December","5.9","IL",4,"1"
1989,"M12","December","6.3","IL",4,"1"
1990,"M12","December","6.2","IL",4,"1"
1991,"M12","December","8.4","IL",4,"1"
1992,"M12","December","7.2","IL",4,"1"
1993,"M12","December","6.2","IL",4,"1"
1994,"M12","December","4.5","IL",4,"1"
1995,"M12","December","5.0","IL",4,"1"
1996,"M12","December","4.9","IL",4,"1"
1997,"M12","December","4.7","IL",4,"1"
1998,"M12","December","4.1","IL",4,"1"
1999,"M12","December","4.1","IL",4,"1"
2000,"M12","December","4.4","IL",4,"1"
2001,"M12","December","6.0","IL",4,"1"
2002,"M12","December","6.4","IL",4,"1"
2003,"M12","December","6.2","IL",4,"1"
2004,"M12","December","5.8","IL",4,"1"
2005,"M12","December","5.1","IL",4,"1"
2006,"M12","December","4.2","IL",4,"1"
2007,"M12","December","5.4","IL",4,"1"
2008,"M12","December","7.6","IL",4,"1"
2009,"M12","December","11.0","IL",4,"1"
2010,"M12","December","9.3","IL",4,"1"
2011,"M12","December","9.2","IL",4,"1"
2012,"M12","December","9.1","IL",4,"1"
2013,"M12","December","8.2","IL",4,"1"
2014,"M12","December","5.8","IL",4,"1"
2015,"M12","December","6.0","IL",4,"1"
2016,"M12","December","5.3","IL",4,"1"
2017,"M12","December","4.5","IL",4,"1"
2018,"M12","December","4.4","IL",4,"1"
2019,"M12","December","3.5","IL",4,"1"
1976,"M12","December","5.3","IN",4,"1"
1977,"M12","December","5.4","IN",4,"1"
1978,"M12","December","5.4","IN",4,"1"
1979,"M12","December","7.7","IN",4,"1"
1980,"M12","December","9.1","IN",4,"1"
1981,"M12","December","11.5","IN",4,"1"
1982,"M12","December","12.7","IN",4,"1"
1983,"M12","December","9.8","IN",4,"1"
1984,"M12","December","8.5","IN",4,"1"
1985,"M12","December","7.0","IN",4,"1"
1986,"M12","December","6.5","IN",4,"1"
1987,"M12","December","5.3","IN",4,"1"
1988,"M12","December","5.0","IN",4,"1"
1989,"M12","December","5.2","IN",4,"1"
1990,"M12","December","5.6","IN",4,"1"
1991,"M12","December","5.8","IN",4,"1"
1992,"M12","December","6.1","IN",4,"1"
1993,"M12","December","4.7","IN",4,"1"
1994,"M12","December","4.0","IN",4,"1"
1995,"M12","December","4.3","IN",4,"1"
1996,"M12","December","3.3","IN",4,"1"
1997,"M12","December","3.3","IN",4,"1"
1998,"M12","December","3.0","IN",4,"1"
1999,"M12","December","3.1","IN",4,"1"
2000,"M12","December","2.9","IN",4,"1"
2001,"M12","December","5.2","IN",4,"1"
2002,"M12","December","4.8","IN",4,"1"
2003,"M12","December","5.0","IN",4,"1"
2004,"M12","December","5.5","IN",4,"1"
2005,"M12","December","5.2","IN",4,"1"
2006,"M12","December","4.6","IN",4,"1"
2007,"M12","December","4.7","IN",4,"1"
2008,"M12","December","8.1","IN",4,"1"
2009,"M12","December","10.7","IN",4,"1"
2010,"M12","December","9.2","IN",4,"1"
2011,"M12","December","8.7","IN",4,"1"
2012,"M12","December","8.5","IN",4,"1"
2013,"M12","December","6.3","IN",4,"1"
2014,"M12","December","5.4","IN",4,"1"
2015,"M12","December","4.5","IN",4,"1"
2016,"M12","December","3.9","IN",4,"1"
2017,"M12","December","3.1","IN",4,"1"
2018,"M12","December","3.5","IN",4,"1"
2019,"M12","December","3.0","IN",4,"1"
1976,"M12","December","4.0","KS",4,"1"
1977,"M12","December","3.1","KS",4,"1"
1978,"M12","December","2.8","KS",4,"1"
1979,"M12","December","3.0","KS",4,"1"
1980,"M12","December","4.2","KS",4,"1"
1981,"M12","December","4.5","KS",4,"1"
1982,"M12","December","6.7","KS",4,"1"
1983,"M12","December","4.9","KS",4,"1"
1984,"M12","December","4.4","KS",4,"1"
1985,"M12","December","5.0","KS",4,"1"
1986,"M12","December","4.6","KS",4,"1"
1987,"M12","December","4.0","KS",4,"1"
1988,"M12","December","4.0","KS",4,"1"
1989,"M12","December","3.7","KS",4,"1"
1990,"M12","December","4.1","KS",4,"1"
1991,"M12","December","3.7","KS",4,"1"
1992,"M12","December","4.2","KS",4,"1"
1993,"M12","December","4.5","KS",4,"1"
1994,"M12","December","4.4","KS",4,"1"
1995,"M12","December","3.6","KS",4,"1"
1996,"M12","December","3.7","KS",4,"1"
1997,"M12","December","3.2","KS",4,"1"
1998,"M12","December","3.0","KS",4,"1"
1999,"M12","December","3.0","KS",4,"1"
2000,"M12","December","3.3","KS",4,"1"
2001,"M12","December","4.2","KS",4,"1"
2002,"M12","December","4.5","KS",4,"1"
2003,"M12","December","5.2","KS",4,"1"
2004,"M12","December","4.9","KS",4,"1"
2005,"M12","December","4.3","KS",4,"1"
2006,"M12","December","3.9","KS",4,"1"
2007,"M12","December","4.1","KS",4,"1"
2008,"M12","December","5.0","KS",4,"1"
2009,"M12","December","6.8","KS",4,"1"
2010,"M12","December","6.4","KS",4,"1"
2011,"M12","December","5.7","KS",4,"1"
2012,"M12","December","5.2","KS",4,"1"
2013,"M12","December","4.3","KS",4,"1"
2014,"M12","December","3.8","KS",4,"1"
2015,"M12","December","3.6","KS",4,"1"
2016,"M12","December","3.6","KS",4,"1"
2017,"M12","December","3.1","KS",4,"1"
2018,"M12","December","3.0","KS",4,"1"
2019,"M12","December","2.9","KS",4,"1"
1976,"M12","December","4.5","KY",4,"1"
1977,"M12","December","4.4","KY",4,"1"
1978,"M12","December","4.9","KY",4,"1"
1979,"M12","December","5.4","KY",4,"1"
1980,"M12","December","8.1","KY",4,"1"
1981,"M12","December","9.8","KY",4,"1"
1982,"M12","December","11.9","KY",4,"1"
1983,"M12","December","9.7","KY",4,"1"
1984,"M12","December","8.2","KY",4,"1"
1985,"M12","December","9.4","KY",4,"1"
1986,"M12","December","9.0","KY",4,"1"
1987,"M12","December","7.5","KY",4,"1"
1988,"M12","December","6.6","KY",4,"1"
1989,"M12","December","5.6","KY",4,"1"
1990,"M12","December","6.3","KY",4,"1"
1991,"M12","December","6.7","KY",4,"1"
1992,"M12","December","6.3","KY",4,"1"
1993,"M12","December","4.9","KY",4,"1"
1994,"M12","December","4.6","KY",4,"1"
1995,"M12","December","4.8","KY",4,"1"
1996,"M12","December","5.7","KY",4,"1"
1997,"M12","December","4.2","KY",4,"1"
1998,"M12","December","4.2","KY",4,"1"
1999,"M12","December","3.8","KY",4,"1"
2000,"M12","December","4.0","KY",4,"1"
2001,"M12","December","5.6","KY",4,"1"
2002,"M12","December","5.6","KY",4,"1"
2003,"M12","December","5.3","KY",4,"1"
2004,"M12","December","4.8","KY",4,"1"
2005,"M12","December","5.7","KY",4,"1"
2006,"M12","December","5.0","KY",4,"1"
2007,"M12","December","5.3","KY",4,"1"
2008,"M12","December","7.9","KY",4,"1"
2009,"M12","December","10.1","KY",4,"1"
2010,"M12","December","9.5","KY",4,"1"
2011,"M12","December","8.4","KY",4,"1"
2012,"M12","December","7.9","KY",4,"1"
2013,"M12","December","7.2","KY",4,"1"
2014,"M12","December","5.0","KY",4,"1"
2015,"M12","December","5.0","KY",4,"1"
2016,"M12","December","4.8","KY",4,"1"
2017,"M12","December","3.9","KY",4,"1"
2018,"M12","December","3.9","KY",4,"1"
2019,"M12","December","3.9","KY",4,"1"
1976,"M12","December","6.4","LA",4,"1"
1977,"M12","December","7.3","LA",4,"1"
1978,"M12","December","5.5","LA",4,"1"
1979,"M12","December","6.3","LA",4,"1"
1980,"M12","December","7.0","LA",4,"1"
1981,"M12","December","8.9","LA",4,"1"
1982,"M12","December","10.9","LA",4,"1"
1983,"M12","December","9.7","LA",4,"1"
1984,"M12","December","10.5","LA",4,"1"
1985,"M12","December","11.8","LA",4,"1"
1986,"M12","December","12.6","LA",4,"1"
1987,"M12","December","11.2","LA",4,"1"
1988,"M12","December","9.7","LA",4,"1"
1989,"M12","December","5.7","LA",4,"1"
1990,"M12","December","6.6","LA",4,"1"
1991,"M12","December","7.0","LA",4,"1"
1992,"M12","December","7.3","LA",4,"1"
1993,"M12","December","7.3","LA",4,"1"
1994,"M12","December","6.6","LA",4,"1"
1995,"M12","December","6.1","LA",4,"1"
1996,"M12","December","5.7","LA",4,"1"
1997,"M12","December","5.0","LA",4,"1"
1998,"M12","December","4.8","LA",4,"1"
1999,"M12","December","4.4","LA",4,"1"
2000,"M12","December","5.2","LA",4,"1"
2001,"M12","December","5.9","LA",4,"1"
2002,"M12","December","6.0","LA",4,"1"
2003,"M12","December","5.4","LA",4,"1"
2004,"M12","December","5.5","LA",4,"1"
2005,"M12","December","6.7","LA",4,"1"
2006,"M12","December","3.9","LA",4,"1"
2007,"M12","December","4.1","LA",4,"1"
2008,"M12","December","5.5","LA",4,"1"
2009,"M12","December","7.0","LA",4,"1"
2010,"M12","December","7.9","LA",4,"1"
2011,"M12","December","7.0","LA",4,"1"
2012,"M12","December","6.4","LA",4,"1"
2013,"M12","December","5.1","LA",4,"1"
2014,"M12","December","6.3","LA",4,"1"
2015,"M12","December","5.5","LA",4,"1"
2016,"M12","December","5.3","LA",4,"1"
2017,"M12","December","4.1","LA",4,"1"
2018,"M12","December","4.3","LA",4,"1"
2019,"M12","December","4.9","LA",4,"1"
1976,"M12","December","8.2","MA",4,"1"
1977,"M12","December","6.2","MA",4,"1"
1978,"M12","December","5.7","MA",4,"1"
1979,"M12","December","4.9","MA",4,"1"
1980,"M12","December","5.1","MA",4,"1"
1981,"M12","December","7.0","MA",4,"1"
1982,"M12","December","7.4","MA",4,"1"
1983,"M12","December","5.6","MA",4,"1"
1984,"M12","December","3.8","MA",4,"1"
1985,"M12","December","3.5","MA",4,"1"
1986,"M12","December","3.2","MA",4,"1"
1987,"M12","December","2.6","MA",4,"1"
1988,"M12","December","3.1","MA",4,"1"
1989,"M12","December","4.5","MA",4,"1"
1990,"M12","December","7.3","MA",4,"1"
1991,"M12","December","8.3","MA",4,"1"
1992,"M12","December","7.6","MA",4,"1"
1993,"M12","December","6.0","MA",4,"1"
1994,"M12","December","5.3","MA",4,"1"
1995,"M12","December","4.6","MA",4,"1"
1996,"M12","December","3.8","MA",4,"1"
1997,"M12","December","3.3","MA",4,"1"
1998,"M12","December","2.9","MA",4,"1"
1999,"M12","December","2.7","MA",4,"1"
2000,"M12","December","2.4","MA",4,"1"
2001,"M12","December","4.2","MA",4,"1"
2002,"M12","December","5.2","MA",4,"1"
2003,"M12","December","5.2","MA",4,"1"
2004,"M12","December","4.5","MA",4,"1"
2005,"M12","December","4.6","MA",4,"1"
2006,"M12","December","4.6","MA",4,"1"
2007,"M12","December","4.4","MA",4,"1"
2008,"M12","December","6.6","MA",4,"1"
2009,"M12","December","8.5","MA",4,"1"
2010,"M12","December","7.6","MA",4,"1"
2011,"M12","December","6.6","MA",4,"1"
2012,"M12","December","6.6","MA",4,"1"
2013,"M12","December","5.9","MA",4,"1"
2014,"M12","December","4.9","MA",4,"1"
2015,"M12","December","4.1","MA",4,"1"
2016,"M12","December","3.4","MA",4,"1"
2017,"M12","December","3.3","MA",4,"1"
2018,"M12","December","2.8","MA",4,"1"
2019,"M12","December","2.4","MA",4,"1"
1976,"M12","December","6.5","MD",4,"1"
1977,"M12","December","6.0","MD",4,"1"
1978,"M12","December","5.6","MD",4,"1"
1979,"M12","December","5.3","MD",4,"1"
1980,"M12","December","6.3","MD",4,"1"
1981,"M12","December","7.9","MD",4,"1"
1982,"M12","December","7.9","MD",4,"1"
1983,"M12","December","5.7","MD",4,"1"
1984,"M12","December","4.8","MD",4,"1"
1985,"M12","December","4.0","MD",4,"1"
1986,"M12","December","4.3","MD",4,"1"
1987,"M12","December","4.0","MD",4,"1"
1988,"M12","December","3.5","MD",4,"1"
1989,"M12","December","3.4","MD",4,"1"
1990,"M12","December","5.3","MD",4,"1"
1991,"M12","December","6.4","MD",4,"1"
1992,"M12","December","6.1","MD",4,"1"
1993,"M12","December","5.3","MD",4,"1"
1994,"M12","December","4.5","MD",4,"1"
1995,"M12","December","4.7","MD",4,"1"
1996,"M12","December","4.6","MD",4,"1"
1997,"M12","December","4.6","MD",4,"1"
1998,"M12","December","3.5","MD",4,"1"
1999,"M12","December","3.0","MD",4,"1"
2000,"M12","December","3.3","MD",4,"1"
2001,"M12","December","4.3","MD",4,"1"
2002,"M12","December","4.2","MD",4,"1"
2003,"M12","December","4.1","MD",4,"1"
2004,"M12","December","4.0","MD",4,"1"
2005,"M12","December","3.5","MD",4,"1"
2006,"M12","December","3.5","MD",4,"1"
2007,"M12","December","3.1","MD",4,"1"
2008,"M12","December","5.4","MD",4,"1"
2009,"M12","December","7.3","MD",4,"1"
2010,"M12","December","7.2","MD",4,"1"
2011,"M12","December","6.8","MD",4,"1"
2012,"M12","December","6.7","MD",4,"1"
2013,"M12","December","5.8","MD",4,"1"
2014,"M12","December","5.2","MD",4,"1"
2015,"M12","December","4.4","MD",4,"1"
2016,"M12","December","4.1","MD",4,"1"
2017,"M12","December","4.0","MD",4,"1"
2018,"M12","December","3.6","MD",4,"1"
2019,"M12","December","3.0","MD",4,"1"
1976,"M12","December","8.8","ME",4,"1"
1977,"M12","December","7.1","ME",4,"1"
1978,"M12","December","6.4","ME",4,"1"
1979,"M12","December","6.7","ME",4,"1"
1980,"M12","December","7.7","ME",4,"1"
1981,"M12","December","7.6","ME",4,"1"
1982,"M12","December","8.4","ME",4,"1"
1983,"M12","December","7.3","ME",4,"1"
1984,"M12","December","5.5","ME",4,"1"
1985,"M12","December","5.3","ME",4,"1"
1986,"M12","December","4.8","ME",4,"1"
1987,"M12","December","3.8","ME",4,"1"
1988,"M12","December","3.3","ME",4,"1"
1989,"M12","December","4.4","ME",4,"1"
1990,"M12","December","6.8","ME",4,"1"
1991,"M12","December","7.4","ME",4,"1"
1992,"M12","December","7.2","ME",4,"1"
1993,"M12","December","7.3","ME",4,"1"
1994,"M12","December","6.3","ME",4,"1"
1995,"M12","December","5.5","ME",4,"1"
1996,"M12","December","4.8","ME",4,"1"
1997,"M12","December","4.9","ME",4,"1"
1998,"M12","December","4.0","ME",4,"1"
1999,"M12","December","3.7","ME",4,"1"
2000,"M12","December","3.1","ME",4,"1"
2001,"M12","December","4.0","ME",4,"1"
2002,"M12","December","4.6","ME",4,"1"
2003,"M12","December","4.8","ME",4,"1"
2004,"M12","December","4.7","ME",4,"1"
2005,"M12","December","4.5","ME",4,"1"
2006,"M12","December","4.4","ME",4,"1"
2007,"M12","December","4.7","ME",4,"1"
2008,"M12","December","6.8","ME",4,"1"
2009,"M12","December","8.1","ME",4,"1"
2010,"M12","December","8.0","ME",4,"1"
2011,"M12","December","7.6","ME",4,"1"
2012,"M12","December","7.1","ME",4,"1"
2013,"M12","December","6.1","ME",4,"1"
2014,"M12","December","4.9","ME",4,"1"
2015,"M12","December","3.8","ME",4,"1"
2016,"M12","December","3.4","ME",4,"1"
2017,"M12","December","3.0","ME",4,"1"
2018,"M12","December","3.1","ME",4,"1"
2019,"M12","December","2.9","ME",4,"1"
1976,"M12","December","8.4","MI",4,"1"
1977,"M12","December","6.7","MI",4,"1"
1978,"M12","December","6.9","MI",4,"1"
1979,"M12","December","8.6","MI",4,"1"
1980,"M12","December","11.7","MI",4,"1"
1981,"M12","December","14.2","MI",4,"1"
1982,"M12","December","16.7","MI",4,"1"
1983,"M12","December","12.1","MI",4,"1"
1984,"M12","December","10.5","MI",4,"1"
1985,"M12","December","8.4","MI",4,"1"
1986,"M12","December","7.8","MI",4,"1"
1987,"M12","December","7.8","MI",4,"1"
1988,"M12","December","6.8","MI",4,"1"
1989,"M12","December","7.3","MI",4,"1"
1990,"M12","December","8.0","MI",4,"1"
1991,"M12","December","8.9","MI",4,"1"
1992,"M12","December","7.6","MI",4,"1"
1993,"M12","December","6.6","MI",4,"1"
1994,"M12","December","4.5","MI",4,"1"
1995,"M12","December","4.4","MI",4,"1"
1996,"M12","December","4.5","MI",4,"1"
1997,"M12","December","3.8","MI",4,"1"
1998,"M12","December","3.7","MI",4,"1"
1999,"M12","December","3.2","MI",4,"1"
2000,"M12","December","3.7","MI",4,"1"
2001,"M12","December","6.0","MI",4,"1"
2002,"M12","December","6.1","MI",4,"1"
2003,"M12","December","6.4","MI",4,"1"
2004,"M12","December","7.0","MI",4,"1"
2005,"M12","December","6.4","MI",4,"1"
2006,"M12","December","6.7","MI",4,"1"
2007,"M12","December","7.1","MI",4,"1"
2008,"M12","December","9.2","MI",4,"1"
2009,"M12","December","13.5","MI",4,"1"
2010,"M12","December","10.9","MI",4,"1"
2011,"M12","December","9.0","MI",4,"1"
2012,"M12","December","8.7","MI",4,"1"
2013,"M12","December","7.5","MI",4,"1"
2014,"M12","December","5.6","MI",4,"1"
2015,"M12","December","4.6","MI",4,"1"
2016,"M12","December","4.6","MI",4,"1"
2017,"M12","December","4.4","MI",4,"1"
2018,"M12","December","4.0","MI",4,"1"
2019,"M12","December","3.6","MI",4,"1"
1976,"M12","December","5.8","MN",4,"1"
1977,"M12","December","4.3","MN",4,"1"
1978,"M12","December","3.9","MN",4,"1"
1979,"M12","December","4.7","MN",4,"1"
1980,"M12","December","5.6","MN",4,"1"
1981,"M12","December","6.5","MN",4,"1"
1982,"M12","December","8.9","MN",4,"1"
1983,"M12","December","7.1","MN",4,"1"
1984,"M12","December","6.0","MN",4,"1"
1985,"M12","December","6.0","MN",4,"1"
1986,"M12","December","4.8","MN",4,"1"
1987,"M12","December","4.3","MN",4,"1"
1988,"M12","December","4.0","MN",4,"1"
1989,"M12","December","4.5","MN",4,"1"
1990,"M12","December","4.9","MN",4,"1"
1991,"M12","December","4.9","MN",4,"1"
1992,"M12","December","4.9","MN",4,"1"
1993,"M12","December","4.3","MN",4,"1"
1994,"M12","December","3.7","MN",4,"1"
1995,"M12","December","3.7","MN",4,"1"
1996,"M12","December","3.6","MN",4,"1"
1997,"M12","December","2.7","MN",4,"1"
1998,"M12","December","2.5","MN",4,"1"
1999,"M12","December","2.7","MN",4,"1"
2000,"M12","December","3.1","MN",4,"1"
2001,"M12","December","4.3","MN",4,"1"
2002,"M12","December","4.3","MN",4,"1"
2003,"M12","December","4.8","MN",4,"1"
2004,"M12","December","4.2","MN",4,"1"
2005,"M12","December","4.0","MN",4,"1"
2006,"M12","December","4.2","MN",4,"1"
2007,"M12","December","4.8","MN",4,"1"
2008,"M12","December","6.6","MN",4,"1"
2009,"M12","December","7.5","MN",4,"1"
2010,"M12","December","7.0","MN",4,"1"
2011,"M12","December","5.7","MN",4,"1"
2012,"M12","December","5.3","MN",4,"1"
2013,"M12","December","4.5","MN",4,"1"
2014,"M12","December","3.8","MN",4,"1"
2015,"M12","December","3.7","MN",4,"1"
2016,"M12","December","4.0","MN",4,"1"
2017,"M12","December","3.2","MN",4,"1"
2018,"M12","December","3.3","MN",4,"1"
2019,"M12","December","3.5","MN",4,"1"
1976,"M12","December","6.7","MO",4,"1"
1977,"M12","December","5.2","MO",4,"1"
1978,"M12","December","4.3","MO",4,"1"
1979,"M12","December","5.5","MO",4,"1"
1980,"M12","December","7.3","MO",4,"1"
1981,"M12","December","8.6","MO",4,"1"
1982,"M12","December","10.7","MO",4,"1"
1983,"M12","December","8.6","MO",4,"1"
1984,"M12","December","6.6","MO",4,"1"
1985,"M12","December","5.7","MO",4,"1"
1986,"M12","December","5.5","MO",4,"1"
1987,"M12","December","5.1","MO",4,"1"
1988,"M12","December","5.6","MO",4,"1"
1989,"M12","December","5.2","MO",4,"1"
1990,"M12","December","6.5","MO",4,"1"
1991,"M12","December","5.9","MO",4,"1"
1992,"M12","December","5.9","MO",4,"1"
1993,"M12","December","5.3","MO",4,"1"
1994,"M12","December","4.5","MO",4,"1"
1995,"M12","December","4.0","MO",4,"1"
1996,"M12","December","4.6","MO",4,"1"
1997,"M12","December","4.0","MO",4,"1"
1998,"M12","December","3.2","MO",4,"1"
1999,"M12","December","2.8","MO",4,"1"
2000,"M12","December","4.0","MO",4,"1"
2001,"M12","December","4.9","MO",4,"1"
2002,"M12","December","5.2","MO",4,"1"
2003,"M12","December","5.1","MO",4,"1"
2004,"M12","December","5.7","MO",4,"1"
2005,"M12","December","4.6","MO",4,"1"
2006,"M12","December","4.6","MO",4,"1"
2007,"M12","December","5.4","MO",4,"1"
2008,"M12","December","7.4","MO",4,"1"
2009,"M12","December","9.4","MO",4,"1"
2010,"M12","December","9.2","MO",4,"1"
2011,"M12","December","7.3","MO",4,"1"
2012,"M12","December","6.6","MO",4,"1"
2013,"M12","December","6.1","MO",4,"1"
2014,"M12","December","5.1","MO",4,"1"
2015,"M12","December","4.1","MO",4,"1"
2016,"M12","December","3.9","MO",4,"1"
2017,"M12","December","3.3","MO",4,"1"
2018,"M12","December","3.0","MO",4,"1"
2019,"M12","December","3.4","MO",4,"1"
1976,"M12","December","6.2","MS",4,"1"
1977,"M12","December","6.4","MS",4,"1"
1978,"M12","December","6.0","MS",4,"1"
1979,"M12","December","5.3","MS",4,"1"
1980,"M12","December","7.4","MS",4,"1"
1981,"M12","December","8.4","MS",4,"1"
1982,"M12","December","11.3","MS",4,"1"
1983,"M12","December","9.8","MS",4,"1"
1984,"M12","December","9.4","MS",4,"1"
1985,"M12","December","9.9","MS",4,"1"
1986,"M12","December","10.6","MS",4,"1"
1987,"M12","December","8.2","MS",4,"1"
1988,"M12","December","8.1","MS",4,"1"
1989,"M12","December","7.0","MS",4,"1"
1990,"M12","December","7.9","MS",4,"1"
1991,"M12","December","7.4","MS",4,"1"
1992,"M12","December","6.7","MS",4,"1"
1993,"M12","December","5.6","MS",4,"1"
1994,"M12","December","5.3","MS",4,"1"
1995,"M12","December","5.7","MS",4,"1"
1996,"M12","December","5.4","MS",4,"1"
1997,"M12","December","4.9","MS",4,"1"
1998,"M12","December","4.7","MS",4,"1"
1999,"M12","December","5.1","MS",4,"1"
2000,"M12","December","4.7","MS",4,"1"
2001,"M12","December","6.5","MS",4,"1"
2002,"M12","December","6.6","MS",4,"1"
2003,"M12","December","5.6","MS",4,"1"
2004,"M12","December","6.7","MS",4,"1"
2005,"M12","December","7.9","MS",4,"1"
2006,"M12","December","6.3","MS",4,"1"
2007,"M12","December","6.1","MS",4,"1"
2008,"M12","December","7.6","MS",4,"1"
2009,"M12","December","10.7","MS",4,"1"
2010,"M12","December","10.3","MS",4,"1"
2011,"M12","December","9.4","MS",4,"1"
2012,"M12","December","8.9","MS",4,"1"
2013,"M12","December","7.7","MS",4,"1"
2014,"M12","December","6.7","MS",4,"1"
2015,"M12","December","6.1","MS",4,"1"
2016,"M12","December","5.2","MS",4,"1"
2017,"M12","December","4.5","MS",4,"1"
